article_id,date,outlet,outlet_type,journalist_id,topic,frame_type,tone,slant,breaking,visuals,length_words,clicks,shares,comments,engagement_index,high_engagement
a_01021,2025-08-10,New York Post,tabloid,j_18_009,Foreign Policy,Human Interest,-0.069,0.208,0,1,787,629,114,83,5.5325,1
a_01022,2025-08-13,Reuters,wire_service,j_03_015,Health,Human Interest,0.119,-0.309,0,0,321,210,32,15,4.2794,0
a_01023,2025-12-29,The New York Times,legacy_mainstream,j_00_015,Immigration,Responsibility,0.349,-0.549,0,0,821,524,52,19,4.9219,0
a_01024,2025-12-24,MSNBC,cable_news,j_08_005,Crime,Episodic,0.296,-0.265,0,0,511,450,59,30,4.9708,0
a_01025,2025-12-21,MSNBC,cable_news,j_08_027,Politics,Thematic,-0.446,-0.582,0,1,965,871,97,49,5.5433,1
a_01026,2025-08-10,HuffPost,digital_viral,j_12_010,Technology,Episodic,0.137,-0.591,0,1,376,714,109,71,5.5516,1
a_01027,2025-08-14,USA Today,legacy_mainstream,j_17_020,Politics,Responsibility,-0.03,0.109,0,1,864,181,47,14,4.305,0
a_01028,2025-09-18,New York Post,tabloid,j_18_003,Foreign Policy,Responsibility,0.314,0.371,0,1,641,525,62,23,5.0112,0
a_01029,2025-11-06,NPR,public_media,j_05_002,Elections,Human Interest,0.195,-0.292,0,1,913,187,31,29,4.3382,0
a_01030,2025-09-27,The Daily Beast,digital_politics,j_19_012,Foreign Policy,Episodic,-0.317,-0.127,0,1,822,466,64,60,5.1477,1
a_01031,2025-10-24,HuffPost,digital_viral,j_12_006,Climate,Human Interest,-0.026,-0.153,0,1,819,1196,163,196,6.1304,1
a_01032,2025-08-30,The Washington Post,legacy_mainstream,j_01_020,Climate,Human Interest,0.004,0.001,1,1,786,717,92,60,5.4702,1
a_01033,2025-12-05,New York Post,tabloid,j_18_003,Elections,Episodic,0.491,0.351,0,1,622,296,30,22,4.5042,0
a_01034,2025-09-24,The Wall Street Journal,legacy_mainstream,j_02_034,Economy,Responsibility,0.185,-0.451,0,0,960,367,56,39,4.9047,0
a_01035,2025-08-12,Vox,digital_explainer,j_11_029,Politics,Human Interest,-0.543,-0.31,0,1,928,425,52,24,4.8621,0
a_01036,2025-12-07,BuzzFeed News,digital_viral,j_15_022,Climate,Episodic,0.483,0.079,0,1,781,218,21,17,4.1999,0
a_01037,2026-01-04,AP News,wire_service,j_04_004,Health,Thematic,0.073,-0.103,0,0,627,347,67,24,4.8357,0
a_01038,2025-08-03,NPR,public_media,j_05_012,Health,Human Interest,-0.411,-0.191,0,1,892,584,82,21,5.1297,1
a_01039,2025-10-15,Politico,digital_politics,j_09_015,Politics,Responsibility,-0.036,0.238,0,0,885,314,39,25,4.6346,0
a_01040,2025-12-22,USA Today,legacy_mainstream,j_17_020,Climate,Morality,0.219,-0.03,0,1,998,224,48,13,4.4034,0
a_01041,2025-12-01,AP News,wire_service,j_04_009,Economy,Strategy/Game,0.454,0.377,0,0,536,127,9,8,3.5562,0
a_01042,2025-12-27,Breitbart,partisan_right,j_13_003,Economy,Thematic,-0.146,0.932,0,0,506,1459,308,130,6.3381,1
a_01043,2025-10-11,Politico,digital_politics,j_09_010,Politics,Responsibility,0.448,0.02,0,0,1070,244,24,34,4.4274,0
a_01044,2025-10-04,The Wall Street Journal,legacy_mainstream,j_02_008,Health,Episodic,-0.438,0.15,0,0,944,136,20,7,3.7892,0
a_01045,2025-12-01,The Daily Caller,partisan_right,j_14_013,Foreign Policy,Responsibility,-0.063,-0.163,0,1,536,996,110,63,5.697,1
a_01046,2025-08-27,The Guardian,international,j_16_004,Health,Thematic,-0.669,-0.382,0,1,843,600,59,30,5.1144,1
a_01047,2025-09-11,Vox,digital_explainer,j_11_009,Immigration,Morality,-0.019,-0.588,0,0,473,362,78,18,4.8469,0
a_01048,2025-11-12,Reuters,wire_service,j_03_014,Education,Morality,0.502,0.055,0,0,447,142,37,8,4.0121,0
a_01049,2025-11-24,Reuters,wire_service,j_03_009,Health,Morality,0.767,0.038,0,1,773,140,18,9,3.8182,0
a_01050,2025-08-21,MSNBC,cable_news,j_08_008,Foreign Policy,Thematic,0.07,-0.126,1,0,677,609,93,61,5.3951,1
a_01051,2025-10-27,Axios,digital_politics,j_10_018,Immigration,Responsibility,0.008,0.399,0,1,771,315,43,27,4.6796,0
a_01052,2025-10-03,Vox,digital_explainer,j_11_031,Climate,Economic Consequences,-0.016,-0.257,0,1,407,197,49,9,4.2783,0
a_01053,2025-10-26,AP News,wire_service,j_04_006,Politics,Conflict,0.592,0.57,0,0,679,209,14,30,4.1728,0
a_01054,2026-01-13,Axios,digital_politics,j_10_013,Politics,Responsibility,-0.369,0.108,1,1,911,1108,171,132,6.0279,1
a_01055,2025-08-14,NPR,public_media,j_05_021,Elections,Episodic,0.028,-0.528,1,0,934,415,44,20,4.7662,0
a_01056,2026-01-20,Breitbart,partisan_right,j_13_012,Education,Morality,0.38,0.509,1,0,693,577,34,79,5.1228,1
a_01057,2025-10-17,BuzzFeed News,digital_viral,j_15_017,Elections,Responsibility,-0.014,-0.143,0,1,592,523,62,46,5.1437,1
a_01058,2025-12-12,Breitbart,partisan_right,j_13_031,Elections,Episodic,0.075,0.798,0,0,640,516,133,35,5.3101,1
a_01059,2025-10-13,The New York Times,legacy_mainstream,j_00_002,Politics,Responsibility,0.204,-0.487,0,1,740,370,40,33,4.7774,0
a_01060,2025-09-23,The Daily Beast,digital_politics,j_19_015,Foreign Policy,Thematic,0.185,-0.274,0,0,813,240,43,18,4.4665,0
a_01061,2025-12-12,The New York Times,legacy_mainstream,j_00_028,Crime,Strategy/Game,0.312,-0.29,0,1,503,306,63,30,4.7979,0
a_01062,2025-11-27,The Daily Beast,digital_politics,j_19_029,Education,Strategy/Game,0.123,-0.312,0,0,317,142,19,12,3.8931,0
a_01063,2025-08-25,The New York Times,legacy_mainstream,j_00_017,Politics,Episodic,0.382,-0.047,0,0,785,174,25,11,4.0568,0
a_01064,2025-12-01,Axios,digital_politics,j_10_002,Health,Strategy/Game,0.688,0.21,1,1,972,453,34,12,4.6386,0
a_01065,2025-12-09,The Wall Street Journal,legacy_mainstream,j_02_015,Education,Conflict,0.212,0.492,0,1,731,416,44,40,4.9013,0
a_01066,2025-10-07,The Washington Post,legacy_mainstream,j_01_002,Foreign Policy,Morality,0.288,-0.233,0,0,1020,402,75,25,4.9503,0
a_01067,2026-01-08,Breitbart,partisan_right,j_13_025,Climate,Economic Consequences,0.508,0.951,0,1,578,1300,180,142,6.1376,1
a_01068,2025-11-19,The Daily Caller,partisan_right,j_14_008,Health,Responsibility,-0.165,0.209,1,0,250,1023,157,97,5.9015,1
a_01069,2025-09-27,The Wall Street Journal,legacy_mainstream,j_02_013,Health,Economic Consequences,-0.447,-0.147,1,0,999,1029,146,64,5.8007,1
a_01070,2025-08-02,The Daily Beast,digital_politics,j_19_032,Elections,Responsibility,0.375,-0.503,0,0,409,287,84,36,4.8865,0
a_01071,2025-11-25,CNN,cable_news,j_06_019,Crime,Human Interest,0.473,-0.098,1,1,350,355,41,29,4.739,0
a_01072,2025-09-06,CNN,cable_news,j_06_024,Crime,Conflict,0.658,0.201,1,1,440,526,125,42,5.3367,1
a_01073,2025-12-09,NPR,public_media,j_05_020,Climate,Conflict,0.321,-0.351,0,0,891,253,36,18,4.4408,0
a_01074,2025-10-30,Politico,digital_politics,j_09_026,Crime,Responsibility,-0.135,-0.069,1,1,469,686,168,118,5.761,1
a_01075,2025-10-20,Reuters,wire_service,j_03_025,Climate,Conflict,0.332,-0.054,0,0,369,129,11,7,3.5951,0
a_01076,2025-08-29,MSNBC,cable_news,j_08_001,Crime,Episodic,0.67,-0.157,1,1,306,374,54,24,4.8094,0
a_01077,2025-12-02,AP News,wire_service,j_04_010,Foreign Policy,Episodic,-0.12,-0.119,0,1,615,272,32,11,4.3507,0
a_01078,2025-08-29,The Washington Post,legacy_mainstream,j_01_008,Elections,Strategy/Game,0.227,-0.283,1,1,791,973,138,104,5.8518,1
a_01079,2025-10-12,Fox News,cable_news,j_07_017,Elections,Economic Consequences,0.134,0.014,0,1,825,561,116,31,5.2876,1
a_01080,2025-12-23,Breitbart,partisan_right,j_13_023,Climate,Episodic,-0.109,0.507,0,1,452,623,96,37,5.318,1
a_01081,2026-01-07,BuzzFeed News,digital_viral,j_15_012,Crime,Strategy/Game,0.474,0.244,1,1,484,372,77,21,4.886,0
a_01082,2026-01-19,Fox News,cable_news,j_07_003,Immigration,Morality,0.383,0.373,0,1,628,290,31,22,4.5035,0
a_01083,2026-01-13,CNN,cable_news,j_06_013,Foreign Policy,Conflict,0.53,-0.285,1,0,873,370,38,15,4.6117,0
a_01084,2025-11-05,BuzzFeed News,digital_viral,j_15_024,Climate,Responsibility,-0.193,0.259,0,1,606,457,62,11,4.8034,0
a_01085,2025-09-04,Breitbart,partisan_right,j_13_005,Immigration,Episodic,-0.294,0.504,0,0,762,723,97,68,5.5147,1
a_01086,2025-12-24,The Guardian,international,j_16_003,Education,Conflict,0.329,0.055,0,0,729,112,14,3,3.4534,0
a_01087,2025-12-17,New York Post,tabloid,j_18_024,Immigration,Conflict,0.198,0.551,1,1,628,853,83,97,5.6212,1
a_01088,2026-01-19,The Guardian,international,j_16_026,Education,Morality,0.601,-0.286,0,0,489,193,40,31,4.4411,0
a_01089,2025-11-21,New York Post,tabloid,j_18_004,Economy,Responsibility,0.715,-0.175,0,1,250,195,23,13,4.1203,0
a_01090,2025-08-25,MSNBC,cable_news,j_08_007,Technology,Morality,0.647,0.272,0,0,568,238,53,34,4.646,0
a_01091,2025-10-27,Fox News,cable_news,j_07_020,Climate,Morality,-0.132,0.447,0,1,728,516,70,38,5.1355,1
a_01092,2025-10-17,CNN,cable_news,j_06_014,Politics,Human Interest,0.221,-0.181,0,0,786,211,36,35,4.4783,0
a_01093,2025-12-24,AP News,wire_service,j_04_019,Foreign Policy,Conflict,0.661,0.239,1,0,656,218,36,13,4.3056,0
a_01094,2025-10-07,The Daily Caller,partisan_right,j_14_007,Climate,Conflict,0.578,0.726,0,1,938,639,65,15,5.0421,0
a_01095,2025-09-26,The Daily Caller,partisan_right,j_14_009,Politics,Conflict,0.244,0.878,1,0,637,723,111,52,5.502,1
a_01096,2025-08-14,The Guardian,international,j_16_002,Foreign Policy,Strategy/Game,0.734,-0.466,0,1,1036,275,73,48,4.8798,0
a_01097,2025-12-23,Reuters,wire_service,j_03_012,Education,Episodic,-0.1,0.08,1,1,657,408,60,40,4.9828,0
a_01098,2025-12-09,Politico,digital_politics,j_09_002,Education,Morality,0.088,-0.246,0,1,959,264,49,15,4.518,0
a_01099,2025-08-08,AP News,wire_service,j_04_001,Crime,Conflict,0.189,0.167,0,0,443,74,13,6,3.3396,0
a_01100,2025-10-15,USA Today,legacy_mainstream,j_17_029,Foreign Policy,Morality,0.493,-0.056,0,1,862,126,19,15,3.8753,0
a_01101,2025-10-22,NPR,public_media,j_05_038,Crime,Thematic,0.172,-0.13,0,0,380,134,19,10,3.8309,0
a_01102,2025-10-21,The Wall Street Journal,legacy_mainstream,j_02_018,Climate,Economic Consequences,0.189,0.163,0,1,1209,220,36,61,4.6078,0
a_01103,2026-01-06,Vox,digital_explainer,j_11_010,Politics,Morality,0.321,-0.313,0,1,1076,296,52,17,4.616,0
a_01104,2025-08-27,USA Today,legacy_mainstream,j_17_011,Immigration,Responsibility,0.254,-0.267,0,0,962,425,36,52,4.9046,0
a_01105,2025-09-22,New York Post,tabloid,j_18_017,Education,Human Interest,-0.164,0.398,0,0,1011,329,49,36,4.7953,0
a_01106,2025-09-01,The Washington Post,legacy_mainstream,j_01_006,Climate,Morality,0.386,0.222,0,1,989,290,37,15,4.4825,0
a_01107,2025-09-12,CNN,cable_news,j_06_019,Technology,Morality,-0.11,-0.239,1,0,266,1095,129,66,5.8009,1
a_01108,2026-01-04,Reuters,wire_service,j_03_013,Foreign Policy,Morality,-0.137,0.138,0,0,715,217,46,27,4.5137,0
a_01109,2026-01-10,CNN,cable_news,j_06_014,Immigration,Strategy/Game,0.471,0.008,0,1,425,236,25,19,4.3106,0
a_01110,2025-08-08,Axios,digital_politics,j_10_028,Economy,Responsibility,-0.093,0.052,0,1,679,263,22,23,4.3642,0
a_01111,2025-11-18,NPR,public_media,j_05_031,Elections,Conflict,0.153,-0.582,0,0,778,308,55,10,4.5539,0
a_01112,2025-09-10,The Washington Post,legacy_mainstream,j_01_003,Immigration,Conflict,0.143,-0.475,0,1,774,762,63,79,5.4427,1
a_01113,2025-09-03,Axios,digital_politics,j_10_010,Elections,Morality,0.435,-0.145,0,1,549,179,12,15,3.9205,0
a_01114,2025-09-20,The Washington Post,legacy_mainstream,j_01_003,Elections,Thematic,0.121,-0.685,0,0,1217,412,77,30,5.0055,0
a_01115,2025-09-03,AP News,wire_service,j_04_012,Elections,Conflict,-0.09,0.352,0,0,754,125,18,11,3.7985,0
a_01116,2025-10-24,The New York Times,legacy_mainstream,j_00_006,Education,Conflict,0.135,-0.158,0,1,739,347,55,21,4.7519,0
a_01117,2026-01-20,The Washington Post,legacy_mainstream,j_01_004,Climate,Strategy/Game,0.551,-0.157,0,0,1066,135,16,7,3.7222,0
a_01118,2025-11-10,MSNBC,cable_news,j_08_013,Politics,Morality,0.015,-0.848,1,0,785,789,66,52,5.3915,1
a_01119,2025-12-04,USA Today,legacy_mainstream,j_17_018,Technology,Economic Consequences,-0.1,-0.506,0,1,830,315,28,19,4.4872,0
a_01120,2025-10-25,BuzzFeed News,digital_viral,j_15_029,Education,Economic Consequences,0.263,-0.051,0,1,603,460,57,102,5.2118,1
a_01121,2025-08-03,The Washington Post,legacy_mainstream,j_01_002,Technology,Strategy/Game,0.339,0.343,0,0,804,258,22,30,4.4059,0
a_01122,2025-08-15,The New York Times,legacy_mainstream,j_00_003,Foreign Policy,Responsibility,0.557,-0.425,0,1,1101,435,66,20,4.9091,0
a_01123,2025-09-16,CNN,cable_news,j_06_007,Politics,Strategy/Game,-0.632,0.116,1,1,836,557,64,115,5.3652,1
a_01124,2025-09-12,Breitbart,partisan_right,j_13_003,Crime,Human Interest,0.77,0.53,0,1,499,421,61,25,4.9123,0
a_01125,2025-12-24,The Daily Caller,partisan_right,j_14_006,Technology,Responsibility,0.191,0.564,0,1,480,336,48,25,4.7292,0
a_01126,2025-12-24,The Guardian,international,j_16_025,Crime,Episodic,1.0,0.004,0,0,985,115,18,13,3.7879,0
a_01127,2025-12-26,CNN,cable_news,j_06_005,Politics,Human Interest,-0.185,-0.186,0,1,614,893,144,25,5.5425,1
a_01128,2025-11-19,Reuters,wire_service,j_03_004,Politics,Morality,-0.379,-0.173,1,1,820,642,77,42,5.2923,1
a_01129,2025-11-05,The New York Times,legacy_mainstream,j_00_011,Foreign Policy,Economic Consequences,0.202,0.105,0,1,1055,330,48,18,4.6575,0
a_01130,2025-11-21,The Wall Street Journal,legacy_mainstream,j_02_013,Technology,Strategy/Game,0.017,0.211,0,1,670,1012,149,83,5.8497,1
a_01131,2025-10-10,The Washington Post,legacy_mainstream,j_01_021,Politics,Conflict,0.546,0.123,1,1,835,338,20,30,4.5132,0
a_01132,2025-11-24,USA Today,legacy_mainstream,j_17_008,Politics,Economic Consequences,0.372,-0.221,1,0,916,577,98,41,5.3059,1
a_01133,2025-12-16,NPR,public_media,j_05_020,Technology,Strategy/Game,0.074,0.152,0,0,611,106,15,7,3.5841,0
a_01134,2025-12-10,The Guardian,international,j_16_004,Politics,Conflict,0.378,-0.232,0,1,698,243,40,31,4.5558,0
a_01135,2025-11-15,Vox,digital_explainer,j_11_015,Immigration,Thematic,0.207,-0.141,0,1,783,201,17,17,4.0993,0
a_01136,2025-08-11,Axios,digital_politics,j_10_012,Foreign Policy,Morality,0.223,0.083,0,1,898,284,34,22,4.5199,0
a_01137,2025-12-04,Politico,digital_politics,j_09_018,Economy,Morality,0.098,-0.076,0,1,978,304,28,24,4.5141,0
a_01138,2025-10-03,The Guardian,international,j_16_014,Climate,Responsibility,0.411,-0.3,0,1,1010,276,48,51,4.7698,0
a_01139,2025-12-07,The New York Times,legacy_mainstream,j_00_017,Politics,Strategy/Game,0.578,-0.361,1,1,512,894,74,72,5.5518,1
a_01140,2025-11-02,The Washington Post,legacy_mainstream,j_01_003,Health,Morality,0.475,0.09,0,0,945,199,19,11,4.0449,0
a_01141,2025-12-31,MSNBC,cable_news,j_08_004,Elections,Thematic,0.1,-0.351,0,0,550,329,54,9,4.5623,0
a_01142,2025-09-28,Fox News,cable_news,j_07_003,Technology,Thematic,-0.792,-0.024,0,1,582,848,92,31,5.425,1
a_01143,2026-01-09,Axios,digital_politics,j_10_021,Elections,Economic Consequences,0.106,-0.37,1,0,797,288,28,17,4.4215,0
a_01144,2025-12-25,The Daily Caller,partisan_right,j_14_012,Economy,Strategy/Game,0.023,0.118,0,1,585,307,57,22,4.7103,0
a_01145,2025-09-27,Vox,digital_explainer,j_11_011,Health,Human Interest,-0.089,-0.096,0,1,832,378,71,21,4.87,0
a_01146,2025-10-23,NPR,public_media,j_05_001,Technology,Thematic,-0.351,-0.488,0,0,696,391,68,35,4.9726,0
a_01147,2025-10-31,CNN,cable_news,j_06_035,Technology,Human Interest,-0.156,-0.025,0,1,742,608,111,34,5.3325,1
a_01148,2025-12-11,BuzzFeed News,digital_viral,j_15_028,Elections,Human Interest,-0.262,-0.016,1,1,626,600,75,28,5.172,1
a_01149,2025-11-28,AP News,wire_service,j_04_002,Politics,Strategy/Game,-0.184,-0.016,1,0,945,279,35,28,4.5659,0
a_01150,2025-12-26,Axios,digital_politics,j_10_001,Foreign Policy,Episodic,0.617,0.16,0,1,1019,171,18,25,4.1087,0
a_01151,2025-10-03,Axios,digital_politics,j_10_003,Foreign Policy,Economic Consequences,-0.191,0.09,1,0,970,535,77,23,5.0847,0
a_01152,2025-10-27,BuzzFeed News,digital_viral,j_15_025,Climate,Responsibility,0.1,-0.727,0,1,308,430,48,36,4.9228,0
a_01153,2025-10-14,The Daily Caller,partisan_right,j_14_008,Health,Human Interest,0.236,0.469,0,0,771,361,42,10,4.5538,0
a_01154,2026-01-05,Politico,digital_politics,j_09_015,Technology,Responsibility,0.274,0.156,0,1,568,243,41,9,4.3304,0
a_01155,2025-09-22,CNN,cable_news,j_06_015,Health,Responsibility,0.238,0.31,1,1,679,820,168,45,5.66,1
a_01156,2025-11-10,Fox News,cable_news,j_07_018,Foreign Policy,Thematic,0.091,0.772,1,1,525,933,145,122,5.8773,1
a_01157,2025-08-21,MSNBC,cable_news,j_08_019,Technology,Thematic,0.067,-0.641,0,0,287,266,67,13,4.5873,0
a_01158,2025-12-26,AP News,wire_service,j_04_008,Elections,Strategy/Game,0.812,-0.087,0,0,1056,127,13,6,3.6069,0
a_01159,2025-10-06,HuffPost,digital_viral,j_12_038,Climate,Strategy/Game,0.328,-0.592,0,0,458,118,8,9,3.5092,0
a_01160,2025-09-28,AP News,wire_service,j_04_004,Technology,Thematic,-0.801,0.38,1,1,756,674,117,51,5.4788,1
a_01161,2025-11-09,HuffPost,digital_viral,j_12_025,Education,Economic Consequences,-0.209,0.053,0,1,501,292,30,15,4.4248,0
a_01162,2025-10-26,BuzzFeed News,digital_viral,j_15_003,Technology,Strategy/Game,0.309,0.038,0,1,404,433,53,87,5.1287,1
a_01163,2025-12-25,The Daily Beast,digital_politics,j_19_011,Elections,Episodic,0.112,-0.158,0,1,792,282,21,18,4.3389,0
a_01164,2025-10-31,The Wall Street Journal,legacy_mainstream,j_02_016,Economy,Economic Consequences,0.486,0.545,1,0,646,392,39,31,4.7867,0
a_01165,2025-10-29,BuzzFeed News,digital_viral,j_15_012,Elections,Thematic,0.031,0.253,1,1,628,663,53,40,5.1886,1
a_01166,2025-08-19,The Washington Post,legacy_mainstream,j_01_027,Foreign Policy,Strategy/Game,0.276,0.14,1,0,785,340,40,31,4.7232,0
a_01167,2025-08-04,CNN,cable_news,j_06_009,Foreign Policy,Human Interest,0.437,0.014,0,1,629,221,26,30,4.3769,0
a_01168,2025-10-08,Reuters,wire_service,j_03_016,Technology,Morality,-0.105,-0.087,1,0,717,288,40,49,4.7297,0
a_01169,2026-01-20,Reuters,wire_service,j_03_006,Foreign Policy,Morality,0.253,0.192,1,0,796,222,46,11,4.3556,0
a_01170,2026-01-06,Reuters,wire_service,j_03_013,Health,Thematic,0.22,0.204,0,1,333,136,23,18,4.0023,0
a_01171,2025-11-17,The New York Times,legacy_mainstream,j_00_010,Education,Thematic,-0.592,-0.298,0,0,933,329,25,32,4.5763,0
a_01172,2025-11-18,The Guardian,international,j_16_009,Politics,Episodic,0.014,-0.388,1,1,959,492,82,59,5.2448,1
a_01173,2025-10-07,The Washington Post,legacy_mainstream,j_01_011,Health,Strategy/Game,0.449,0.133,0,0,732,208,29,15,4.246,0
a_01174,2025-08-31,Fox News,cable_news,j_07_009,Crime,Conflict,0.67,0.766,0,0,584,464,61,31,5.0023,0
a_01175,2025-08-02,Breitbart,partisan_right,j_13_014,Health,Thematic,0.39,0.463,0,1,540,335,45,40,4.7999,0
a_01176,2025-09-28,The Daily Beast,digital_politics,j_19_003,Crime,Economic Consequences,-0.123,-0.266,0,1,390,540,79,65,5.2992,1
a_01177,2025-09-24,USA Today,legacy_mainstream,j_17_031,Foreign Policy,Economic Consequences,-0.307,0.038,0,1,1313,505,54,82,5.1992,1
a_01178,2025-09-03,The Wall Street Journal,legacy_mainstream,j_02_013,Economy,Conflict,0.631,0.322,0,0,877,305,39,25,4.6201,0
a_01179,2025-09-14,The Daily Beast,digital_politics,j_19_004,Education,Thematic,0.11,-0.331,0,0,635,363,74,26,4.903,0
a_01180,2025-08-05,Breitbart,partisan_right,j_13_019,Politics,Morality,0.092,1.0,1,0,647,1627,172,35,5.9602,1
a_01181,2025-11-14,Reuters,wire_service,j_03_034,Education,Economic Consequences,0.07,0.106,0,1,762,395,37,13,4.6098,0
a_01182,2026-01-08,MSNBC,cable_news,j_08_005,Foreign Policy,Conflict,0.724,-0.167,0,0,606,163,22,10,3.9702,0
a_01183,2025-11-28,New York Post,tabloid,j_18_004,Crime,Morality,0.106,0.64,1,1,250,701,64,30,5.2161,1
a_01184,2025-10-17,Fox News,cable_news,j_07_001,Education,Strategy/Game,-0.112,0.238,0,1,378,246,18,27,4.3045,0
a_01185,2025-10-12,Reuters,wire_service,j_03_001,Elections,Thematic,0.207,-0.022,0,0,939,283,34,11,4.3881,0
a_01186,2025-09-23,USA Today,legacy_mainstream,j_17_017,Foreign Policy,Responsibility,0.521,-0.363,0,1,1130,563,127,33,5.3284,1
a_01187,2025-08-25,The Daily Beast,digital_politics,j_19_019,Crime,Responsibility,0.05,-0.243,0,1,554,243,32,14,4.3391,0
a_01188,2025-11-12,The Daily Beast,digital_politics,j_19_001,Technology,Episodic,-0.059,-0.572,0,0,897,322,46,44,4.8052,0
a_01189,2025-11-07,The Daily Beast,digital_politics,j_19_018,Education,Thematic,-0.223,-0.013,0,0,785,242,16,13,4.1243,0
a_01190,2025-08-02,USA Today,legacy_mainstream,j_17_002,Health,Human Interest,-0.025,0.055,1,1,782,905,143,84,5.784,1
a_01191,2025-10-11,Politico,digital_politics,j_09_022,Foreign Policy,Thematic,0.097,-0.019,0,1,820,199,28,16,4.226,0
a_01192,2025-09-18,Reuters,wire_service,j_03_018,Health,Responsibility,-0.064,-0.025,0,1,659,90,10,11,3.4718,0
a_01193,2025-08-30,HuffPost,digital_viral,j_12_013,Foreign Policy,Thematic,0.375,-0.01,1,1,530,1202,173,137,6.0795,1
a_01194,2025-11-30,AP News,wire_service,j_04_001,Politics,Conflict,0.288,-0.284,0,1,751,257,37,19,4.4669,0
a_01195,2025-10-30,Politico,digital_politics,j_09_014,Politics,Conflict,0.362,0.101,0,0,906,235,22,7,4.0885,0
a_01196,2025-11-18,Breitbart,partisan_right,j_13_020,Elections,Thematic,-0.327,0.825,0,1,366,840,128,56,5.6338,1
a_01197,2025-12-02,New York Post,tabloid,j_18_011,Foreign Policy,Strategy/Game,0.136,-0.246,0,1,616,522,107,38,5.2671,1
a_01198,2026-01-17,NPR,public_media,j_05_005,Elections,Economic Consequences,0.405,-0.029,0,1,795,127,16,11,3.773,0
a_01199,2025-12-17,NPR,public_media,j_05_004,Elections,Thematic,0.246,-0.619,0,1,1035,272,27,14,4.346,0
a_01200,2025-11-16,The Daily Caller,partisan_right,j_14_014,Crime,Conflict,0.83,0.521,0,1,250,386,49,51,4.9431,0
